order_id,date,customer,city,product,category,quantity,price
70,2024-02-11,Aman,Hyderabad,Keyboard,Accessories,3,1500
71,2024-05-24,Aman,Delhi,Keyboard,Accessories,4,1500
72,2024-03-04,Aman,Hyderabad,Keyboard,Accessories,2,1500
73,2024-01-26,Rahul,Hyderabad,Phone,Electronics,2,25000
74,2024-08-13,Sneha,Mumbai,Laptop,Electronics,3,60000
75,2024-12-31,Rahul,Chennai,Keyboard,Accessories,1,1500
76,2024-09-18,Sneha,Chennai,Keyboard,Accessories,2,1500
77,2024-08-30,Arjun,Delhi,Keyboard,Accessories,5,1500
78,2024-10-03,Rahul,Bangalore,Tablet,Electronics,1,20000
79,2024-12-03,Priya,Bangalore,Headphones,Electronics,5,3000
80,2024-04-04,Arjun,Bangalore,Tablet,Electronics,3,20000
81,2024-11-20,Rahul,Mumbai,Keyboard,Accessories,2,1500
82,2024-06-05,Aman,Mumbai,Phone,Electronics,2,25000
83,2024-10-16,Arjun,Bangalore,Headphones,Electronics,4,3000
84,2024-10-23,Priya,Chennai,Tablet,Electronics,2,20000
85,2024-12-17,Aman,Delhi,Headphones,Electronics,5,3000
86,2024-12-17,Arjun,Mumbai,Phone,Electronics,1,25000
87,2024-06-30,Priya,Hyderabad,Headphones,Electronics,2,3000
88,2024-05-06,Priya,Bangalore,Headphones,Electronics,2,3000
89,2024-08-11,Sneha,Delhi,Laptop,Electronics,5,60000
90,2024-01-08,Arjun,Mumbai,Headphones,Electronics,5,3000
91,2024-09-21,Rahul,Hyderabad,Tablet,Electronics,1,20000
92,2024-05-18,Priya,Hyderabad,Phone,Electronics,4,25000
93,2024-04-24,Aman,Chennai,Laptop,Electronics,3,60000
94,2024-03-30,Aman,Delhi,Headphones,Electronics,3,3000
95,2024-03-27,Rahul,Bangalore,Phone,Electronics,4,25000
96,2024-11-25,Sneha,Hyderabad,Laptop,Electronics,5,60000
97,2024-12-29,Priya,Chennai,Phone,Electronics,4,25000
98,2024-01-28,Arjun,Mumbai,Laptop,Electronics,4,60000
99,2024-02-29,Priya,Mumbai,Headphones,Electronics,5,3000
100,2024-03-21,Arjun,Mumbai,Laptop,Electronics,4,60000
101,2024-05-01,Aman,Mumbai,Laptop,Electronics,4,60000
102,2024-05-03,Rahul,Chennai,Keyboard,Accessories,3,1500
103,2024-04-28,Arjun,Chennai,Keyboard,Accessories,1,1500
104,2024-11-04,Sneha,Hyderabad,Keyboard,Accessories,2,1500
105,2024-12-15,Aman,Mumbai,Keyboard,Accessories,3,1500
106,2024-08-03,Arjun,Bangalore,Headphones,Electronics,4,3000
107,2024-11-02,Rahul,Hyderabad,Laptop,Electronics,3,60000
108,2024-09-07,Priya,Delhi,Headphones,Electronics,5,3000
109,2024-10-10,Arjun,Chennai,Headphones,Electronics,2,3000
110,2024-01-01,Aman,Hyderabad,Tablet,Electronics,1,20000
111,2024-04-08,Priya,Bangalore,Laptop,Electronics,1,60000
112,2024-04-22,Aman,Chennai,Headphones,Electronics,4,3000
113,2024-08-09,Sneha,Hyderabad,Keyboard,Accessories,5,1500
114,2024-12-15,Aman,Mumbai,Tablet,Electronics,4,20000
115,2024-12-23,Rahul,Mumbai,Keyboard,Accessories,4,1500
116,2024-12-19,Priya,Hyderabad,Headphones,Electronics,2,3000
117,2024-11-08,Arjun,Mumbai,Phone,Electronics,3,25000
118,2024-11-19,Rahul,Bangalore,Phone,Electronics,3,25000
119,2024-09-12,Rahul,Bangalore,Tablet,Electronics,1,20000
120,2024-10-04,Priya,Hyderabad,Laptop,Electronics,1,60000
121,2024-02-01,Rahul,Hyderabad,Headphones,Electronics,3,3000
122,2024-04-27,Aman,Chennai,Laptop,Electronics,3,60000
123,2024-08-14,Priya,Bangalore,Tablet,Electronics,4,20000
124,2024-06-17,Arjun,Chennai,Phone,Electronics,4,25000
125,2024-02-07,Aman,Delhi,Phone,Electronics,2,25000
126,2024-01-28,Rahul,Hyderabad,Phone,Electronics,5,25000
127,2024-09-19,Priya,Mumbai,Headphones,Electronics,1,3000
128,2024-03-03,Priya,Hyderabad,Tablet,Electronics,5,20000
129,2024-01-03,Rahul,Bangalore,Tablet,Electronics,3,20000
130,2024-08-09,Sneha,Mumbai,Phone,Electronics,4,25000
131,2024-01-22,Sneha,Mumbai,Headphones,Electronics,2,3000
132,2024-01-26,Arjun,Bangalore,Headphones,Electronics,4,3000
133,2024-01-10,Arjun,Chennai,Keyboard,Accessories,3,1500
134,2024-12-13,Rahul,Hyderabad,Keyboard,Accessories,5,1500
135,2024-01-10,Rahul,Mumbai,Laptop,Electronics,4,60000
136,2024-06-24,Priya,Bangalore,Phone,Electronics,1,25000
137,2024-09-28,Arjun,Chennai,Headphones,Electronics,5,3000
138,2024-11-11,Priya,Hyderabad,Laptop,Electronics,1,60000
139,2024-08-08,Aman,Chennai,Headphones,Electronics,3,3000
140,2024-12-30,Priya,Bangalore,Headphones,Electronics,1,3000
141,2024-08-15,Sneha,Delhi,Laptop,Electronics,4,60000
142,2024-09-30,Sneha,Hyderabad,Laptop,Electronics,4,60000
143,2024-03-15,Rahul,Chennai,Keyboard,Accessories,2,1500
144,2024-12-18,Sneha,Delhi,Tablet,Electronics,2,20000
145,2024-10-08,Arjun,Hyderabad,Tablet,Electronics,5,20000
146,2024-07-31,Arjun,Chennai,Headphones,Electronics,1,3000
147,2024-01-25,Priya,Hyderabad,Laptop,Electronics,5,60000
148,2024-04-14,Aman,Hyderabad,Keyboard,Accessories,4,1500
149,2024-08-03,Aman,Bangalore,Headphones,Electronics,3,3000
150,2024-09-30,Arjun,Bangalore,Keyboard,Accessories,3,1500
151,2024-03-09,Aman,Hyderabad,Tablet,Electronics,2,20000
152,2024-01-27,Rahul,Bangalore,Laptop,Electronics,1,60000
153,2024-03-11,Rahul,Delhi,Keyboard,Accessories,4,1500
154,2024-02-03,Sneha,Bangalore,Phone,Electronics,1,25000
155,2024-03-02,Aman,Bangalore,Phone,Electronics,4,25000
156,2024-07-29,Aman,Hyderabad,Laptop,Electronics,4,60000
157,2024-04-27,Rahul,Chennai,Tablet,Electronics,1,20000
158,2024-11-01,Priya,Mumbai,Headphones,Electronics,3,3000
159,2024-05-26,Aman,Bangalore,Laptop,Electronics,3,60000
160,2024-01-14,Rahul,Chennai,Headphones,Electronics,2,3000
161,2024-12-04,Arjun,Hyderabad,Laptop,Electronics,3,60000
162,2024-07-28,Arjun,Mumbai,Laptop,Electronics,4,60000
163,2024-03-11,Priya,Mumbai,Tablet,Electronics,2,20000
164,2024-04-17,Priya,Delhi,Tablet,Electronics,3,20000
165,2024-10-19,Sneha,Mumbai,Phone,Electronics,1,25000
166,2024-01-26,Sneha,Mumbai,Headphones,Electronics,3,3000
167,2024-03-19,Arjun,Bangalore,Laptop,Electronics,5,60000
168,2024-07-04,Arjun,Delhi,Laptop,Electronics,1,60000
169,2024-03-09,Rahul,Hyderabad,Laptop,Electronics,5,60000
170,2024-06-12,Priya,Delhi,Phone,Electronics,2,25000
171,2024-10-21,Sneha,Bangalore,Laptop,Electronics,5,60000
172,2024-09-11,Priya,Chennai,Keyboard,Accessories,3,1500
173,2024-11-19,Arjun,Chennai,Phone,Electronics,2,25000
174,2024-11-29,Arjun,Delhi,Headphones,Electronics,3,3000
175,2024-07-15,Arjun,Hyderabad,Headphones,Electronics,4,3000
176,2024-03-31,Aman,Bangalore,Phone,Electronics,4,25000
177,2024-10-07,Arjun,Mumbai,Tablet,Electronics,5,20000
178,2024-08-15,Priya,Chennai,Laptop,Electronics,3,60000
179,2024-03-02,Priya,Mumbai,Tablet,Electronics,4,20000
180,2024-12-30,Rahul,Mumbai,Phone,Electronics,5,25000
181,2024-08-12,Priya,Hyderabad,Keyboard,Accessories,1,1500
182,2024-09-05,Aman,Delhi,Keyboard,Accessories,5,1500
183,2024-06-04,Aman,Mumbai,Phone,Electronics,1,25000
184,2024-02-05,Arjun,Bangalore,Phone,Electronics,2,25000
185,2024-08-17,Arjun,Chennai,Tablet,Electronics,1,20000
186,2024-03-08,Arjun,Delhi,Tablet,Electronics,3,20000
187,2024-02-22,Aman,Bangalore,Keyboard,Accessories,1,1500
188,2024-08-15,Arjun,Hyderabad,Keyboard,Accessories,2,1500
189,2024-08-26,Priya,Mumbai,Laptop,Electronics,5,60000
190,2024-06-15,Sneha,Mumbai,Tablet,Electronics,2,20000
191,2024-12-02,Priya,Bangalore,Laptop,Electronics,4,60000
192,2024-10-22,Priya,Chennai,Tablet,Electronics,3,20000
193,2024-10-07,Aman,Hyderabad,Phone,Electronics,2,25000
194,2024-04-04,Rahul,Hyderabad,Laptop,Electronics,5,60000
195,2024-03-26,Sneha,Chennai,Phone,Electronics,2,25000
196,2024-06-15,Arjun,Chennai,Keyboard,Accessories,4,1500
197,2024-06-19,Priya,Hyderabad,Tablet,Electronics,1,20000
198,2024-10-21,Arjun,Delhi,Keyboard,Accessories,1,1500
199,2024-12-24,Sneha,Delhi,Tablet,Electronics,4,20000
200,2024-08-01,Rahul,Delhi,Keyboard,Accessories,4,1500
201,2024-01-01,Priya,Hyderabad,Keyboard,Accessories,2,1500
202,2024-07-23,Sneha,Mumbai,Laptop,Electronics,5,60000
203,2024-09-26,Sneha,Hyderabad,Phone,Electronics,3,25000
204,2024-11-12,Sneha,Mumbai,Keyboard,Accessories,2,1500
205,2024-03-09,Aman,Mumbai,Phone,Electronics,2,25000
206,2024-10-25,Priya,Hyderabad,Keyboard,Accessories,2,1500
207,2024-06-20,Rahul,Hyderabad,Phone,Electronics,2,25000
208,2024-09-12,Sneha,Hyderabad,Phone,Electronics,1,25000
209,2024-04-18,Aman,Chennai,Tablet,Electronics,3,20000
210,2024-08-21,Arjun,Hyderabad,Laptop,Electronics,4,60000
211,2024-03-28,Rahul,Delhi,Tablet,Electronics,1,20000
212,2024-03-18,Aman,Mumbai,Tablet,Electronics,1,20000
213,2024-03-12,Aman,Mumbai,Keyboard,Accessories,1,1500
214,2024-04-07,Rahul,Bangalore,Keyboard,Accessories,4,1500
215,2024-05-16,Sneha,Bangalore,Headphones,Electronics,3,3000
216,2024-08-23,Arjun,Delhi,Phone,Electronics,5,25000
217,2024-06-12,Arjun,Chennai,Keyboard,Accessories,4,1500
218,2024-03-10,Sneha,Hyderabad,Tablet,Electronics,3,20000
219,2024-04-17,Aman,Mumbai,Laptop,Electronics,2,60000
220,2024-09-03,Arjun,Bangalore,Tablet,Electronics,5,20000
221,2024-10-17,Aman,Hyderabad,Keyboard,Accessories,5,1500
222,2024-08-29,Sneha,Hyderabad,Phone,Electronics,3,25000
223,2024-09-11,Rahul,Hyderabad,Headphones,Electronics,2,3000
224,2024-08-08,Priya,Mumbai,Phone,Electronics,4,25000
225,2024-08-10,Aman,Chennai,Phone,Electronics,5,25000
226,2024-12-08,Arjun,Hyderabad,Phone,Electronics,3,25000
227,2024-09-10,Priya,Delhi,Laptop,Electronics,2,60000
228,2024-02-13,Arjun,Mumbai,Headphones,Electronics,3,3000
229,2024-05-08,Priya,Delhi,Headphones,Electronics,3,3000
230,2024-09-11,Rahul,Mumbai,Headphones,Electronics,2,3000
231,2024-03-07,Sneha,Bangalore,Tablet,Electronics,3,20000
232,2024-08-09,Arjun,Chennai,Headphones,Electronics,4,3000
233,2024-09-12,Sneha,Hyderabad,Phone,Electronics,3,25000
234,2024-09-13,Aman,Chennai,Keyboard,Accessories,2,1500
235,2024-08-03,Priya,Delhi,Keyboard,Accessories,1,1500
236,2024-03-18,Sneha,Delhi,Phone,Electronics,2,25000
237,2024-10-14,Sneha,Hyderabad,Headphones,Electronics,1,3000
238,2024-07-07,Rahul,Chennai,Headphones,Electronics,4,3000
239,2024-10-25,Rahul,Bangalore,Keyboard,Accessories,5,1500
240,2024-10-08,Aman,Delhi,Headphones,Electronics,4,3000
241,2024-04-19,Aman,Hyderabad,Headphones,Electronics,2,3000
242,2024-12-06,Priya,Mumbai,Tablet,Electronics,5,20000
243,2024-04-16,Sneha,Delhi,Headphones,Electronics,2,3000
244,2024-08-16,Rahul,Chennai,Headphones,Electronics,3,3000
245,2024-03-03,Rahul,Chennai,Phone,Electronics,5,25000
246,2024-04-26,Arjun,Mumbai,Headphones,Electronics,1,3000
247,2024-07-30,Arjun,Mumbai,Headphones,Electronics,5,3000
248,2024-04-08,Arjun,Hyderabad,Tablet,Electronics,1,20000
249,2024-05-13,Arjun,Chennai,Phone,Electronics,3,25000
250,2024-07-13,Arjun,Hyderabad,Phone,Electronics,4,25000
251,2024-02-27,Priya,Hyderabad,Keyboard,Accessories,2,1500
252,2024-08-21,Priya,Mumbai,Tablet,Electronics,5,20000
253,2024-12-21,Rahul,Delhi,Phone,Electronics,1,25000
254,2024-08-08,Sneha,Chennai,Phone,Electronics,2,25000
255,2024-09-23,Sneha,Mumbai,Phone,Electronics,4,25000
256,2024-02-10,Sneha,Bangalore,Laptop,Electronics,5,60000
257,2024-06-01,Sneha,Hyderabad,Laptop,Electronics,1,60000
258,2024-11-16,Priya,Hyderabad,Keyboard,Accessories,5,1500
259,2024-11-04,Priya,Chennai,Laptop,Electronics,5,60000
260,2024-11-28,Rahul,Hyderabad,Headphones,Electronics,4,3000
261,2024-11-19,Arjun,Chennai,Phone,Electronics,2,25000
262,2024-11-13,Aman,Delhi,Phone,Electronics,4,25000
263,2024-02-08,Priya,Hyderabad,Headphones,Electronics,2,3000
264,2024-02-26,Priya,Delhi,Laptop,Electronics,3,60000
265,2024-01-11,Sneha,Bangalore,Phone,Electronics,5,25000
266,2024-01-21,Rahul,Hyderabad,Tablet,Electronics,1,20000
267,2024-12-03,Sneha,Hyderabad,Laptop,Electronics,5,60000
268,2024-09-10,Arjun,Mumbai,Laptop,Electronics,3,60000
269,2024-05-20,Priya,Mumbai,Laptop,Electronics,1,60000
270,2024-02-08,Sneha,Chennai,Keyboard,Accessories,1,1500
271,2024-01-20,Aman,Mumbai,Keyboard,Accessories,1,1500
272,2024-04-19,Aman,Bangalore,Tablet,Electronics,1,20000
273,2024-03-31,Sneha,Delhi,Laptop,Electronics,5,60000
274,2024-01-20,Aman,Delhi,Phone,Electronics,5,25000
275,2024-09-02,Sneha,Chennai,Laptop,Electronics,5,60000
276,2024-06-07,Aman,Bangalore,Headphones,Electronics,3,3000
277,2024-06-20,Priya,Delhi,Laptop,Electronics,1,60000
278,2024-08-03,Rahul,Delhi,Tablet,Electronics,4,20000
279,2024-06-24,Aman,Hyderabad,Tablet,Electronics,2,20000
280,2024-04-14,Priya,Delhi,Keyboard,Accessories,4,1500
281,2024-07-08,Sneha,Hyderabad,Tablet,Electronics,4,20000
282,2024-04-27,Sneha,Chennai,Keyboard,Accessories,5,1500
283,2024-07-17,Priya,Delhi,Phone,Electronics,3,25000
284,2024-04-30,Arjun,Bangalore,Headphones,Electronics,4,3000
285,2024-12-28,Rahul,Mumbai,Keyboard,Accessories,3,1500
286,2024-03-13,Rahul,Hyderabad,Laptop,Electronics,5,60000
287,2024-04-11,Rahul,Chennai,Tablet,Electronics,2,20000
288,2024-01-27,Sneha,Delhi,Laptop,Electronics,2,60000
289,2024-07-15,Priya,Chennai,Tablet,Electronics,4,20000
290,2024-05-07,Arjun,Mumbai,Headphones,Electronics,1,3000
291,2024-07-16,Rahul,Mumbai,Tablet,Electronics,3,20000
292,2024-03-18,Arjun,Hyderabad,Phone,Electronics,2,25000
293,2024-07-11,Sneha,Mumbai,Tablet,Electronics,2,20000
294,2024-12-13,Rahul,Chennai,Headphones,Electronics,2,3000
295,2024-08-09,Sneha,Bangalore,Phone,Electronics,4,25000
296,2024-03-20,Aman,Bangalore,Tablet,Electronics,1,20000
297,2024-12-22,Rahul,Bangalore,Keyboard,Accessories,4,1500
298,2024-07-29,Sneha,Delhi,Headphones,Electronics,2,3000
299,2024-01-05,Sneha,Hyderabad,Tablet,Electronics,5,20000
300,2024-06-02,Arjun,Hyderabad,Tablet,Electronics,1,20000
301,2024-05-31,Arjun,Mumbai,Keyboard,Accessories,5,1500
302,2024-09-07,Rahul,Chennai,Phone,Electronics,4,25000
303,2024-11-05,Rahul,Chennai,Phone,Electronics,5,25000
304,2024-09-27,Sneha,Mumbai,Laptop,Electronics,3,60000
305,2024-10-22,Sneha,Hyderabad,Keyboard,Accessories,2,1500
306,2024-01-05,Sneha,Mumbai,Keyboard,Accessories,3,1500
307,2024-08-03,Aman,Delhi,Laptop,Electronics,5,60000
308,2024-01-09,Rahul,Delhi,Keyboard,Accessories,1,1500
309,2024-09-29,Priya,Chennai,Headphones,Electronics,2,3000
310,2024-04-03,Priya,Bangalore,Headphones,Electronics,2,3000
311,2024-03-07,Rahul,Hyderabad,Headphones,Electronics,4,3000
312,2024-09-22,Aman,Bangalore,Headphones,Electronics,2,3000
313,2024-04-25,Arjun,Mumbai,Keyboard,Accessories,1,1500
314,2024-02-06,Arjun,Mumbai,Headphones,Electronics,3,3000
315,2024-06-04,Aman,Mumbai,Headphones,Electronics,2,3000
316,2024-10-22,Arjun,Chennai,Phone,Electronics,1,25000
317,2024-10-06,Arjun,Chennai,Tablet,Electronics,1,20000
318,2024-06-14,Sneha,Hyderabad,Laptop,Electronics,4,60000
319,2024-04-15,Sneha,Chennai,Phone,Electronics,2,25000
320,2024-10-24,Arjun,Mumbai,Phone,Electronics,1,25000
321,2024-10-26,Priya,Chennai,Phone,Electronics,3,25000
322,2024-01-28,Aman,Bangalore,Phone,Electronics,5,25000
323,2024-03-12,Aman,Delhi,Headphones,Electronics,4,3000
324,2024-10-26,Arjun,Delhi,Tablet,Electronics,4,20000
325,2024-05-31,Sneha,Chennai,Laptop,Electronics,1,60000
326,2024-01-16,Sneha,Bangalore,Keyboard,Accessories,4,1500
327,2024-05-22,Priya,Bangalore,Keyboard,Accessories,5,1500
328,2024-02-21,Aman,Chennai,Keyboard,Accessories,1,1500
329,2024-04-28,Rahul,Bangalore,Phone,Electronics,4,25000
330,2024-06-07,Rahul,Chennai,Laptop,Electronics,3,60000
331,2024-03-05,Rahul,Delhi,Headphones,Electronics,4,3000
332,2024-06-27,Aman,Bangalore,Tablet,Electronics,5,20000
333,2024-06-29,Rahul,Bangalore,Phone,Electronics,1,25000
334,2024-12-08,Arjun,Chennai,Phone,Electronics,5,25000
335,2024-09-26,Aman,Mumbai,Keyboard,Accessories,4,1500
336,2024-12-28,Arjun,Chennai,Headphones,Electronics,3,3000
337,2024-12-20,Arjun,Chennai,Headphones,Electronics,2,3000
338,2024-07-08,Sneha,Delhi,Tablet,Electronics,2,20000
339,2024-01-14,Sneha,Chennai,Keyboard,Accessories,1,1500
340,2024-03-09,Priya,Mumbai,Phone,Electronics,5,25000
341,2024-02-27,Priya,Bangalore,Tablet,Electronics,5,20000
342,2024-09-23,Arjun,Hyderabad,Tablet,Electronics,1,20000
343,2024-02-17,Sneha,Hyderabad,Laptop,Electronics,3,60000
344,2024-10-12,Rahul,Bangalore,Keyboard,Accessories,5,1500
345,2024-01-29,Sneha,Hyderabad,Phone,Electronics,2,25000
346,2024-12-02,Sneha,Hyderabad,Phone,Electronics,4,25000
347,2024-09-12,Arjun,Hyderabad,Headphones,Electronics,4,3000
348,2024-10-21,Priya,Mumbai,Phone,Electronics,5,25000
349,2024-12-29,Priya,Hyderabad,Laptop,Electronics,1,60000
350,2024-07-03,Priya,Hyderabad,Phone,Electronics,2,25000
351,2024-11-26,Aman,Mumbai,Phone,Electronics,1,25000
352,2024-08-15,Aman,Mumbai,Phone,Electronics,3,25000
353,2024-02-20,Arjun,Delhi,Tablet,Electronics,2,20000
354,2024-02-15,Rahul,Hyderabad,Keyboard,Accessories,4,1500
355,2024-02-09,Aman,Bangalore,Tablet,Electronics,4,20000
356,2024-10-18,Aman,Mumbai,Laptop,Electronics,1,60000
357,2024-05-26,Sneha,Delhi,Laptop,Electronics,5,60000
358,2024-09-28,Arjun,Chennai,Headphones,Electronics,2,3000
359,2024-10-06,Aman,Delhi,Headphones,Electronics,1,3000
360,2024-02-28,Aman,Mumbai,Laptop,Electronics,1,60000
361,2024-02-12,Rahul,Delhi,Keyboard,Accessories,5,1500
362,2024-05-28,Priya,Mumbai,Laptop,Electronics,2,60000
363,2024-03-31,Sneha,Chennai,Tablet,Electronics,2,20000
364,2024-10-17,Sneha,Chennai,Phone,Electronics,1,25000
365,2024-12-31,Aman,Bangalore,Headphones,Electronics,5,3000
366,2024-04-02,Sneha,Delhi,Keyboard,Accessories,5,1500
367,2024-12-28,Aman,Chennai,Laptop,Electronics,2,60000
368,2024-10-08,Priya,Mumbai,Keyboard,Accessories,2,1500
369,2024-07-08,Arjun,Delhi,Phone,Electronics,5,25000
370,2024-02-05,Arjun,Bangalore,Tablet,Electronics,1,20000
371,2024-01-30,Rahul,Bangalore,Headphones,Electronics,5,3000
372,2024-06-18,Aman,Hyderabad,Tablet,Electronics,4,20000
373,2024-10-20,Sneha,Mumbai,Laptop,Electronics,2,60000
374,2024-12-21,Rahul,Mumbai,Phone,Electronics,4,25000
375,2024-07-24,Sneha,Mumbai,Laptop,Electronics,1,60000
376,2024-07-24,Sneha,Mumbai,Laptop,Electronics,5,60000
377,2024-07-16,Sneha,Delhi,Keyboard,Accessories,4,1500
378,2024-02-23,Arjun,Hyderabad,Tablet,Electronics,1,20000
379,2024-09-16,Aman,Chennai,Headphones,Electronics,3,3000
380,2024-06-18,Sneha,Chennai,Tablet,Electronics,2,20000
381,2024-07-10,Aman,Mumbai,Keyboard,Accessories,2,1500
382,2024-08-07,Sneha,Bangalore,Headphones,Electronics,2,3000
383,2024-07-28,Aman,Mumbai,Tablet,Electronics,5,20000
384,2024-01-17,Aman,Hyderabad,Headphones,Electronics,2,3000
385,2024-01-13,Arjun,Mumbai,Laptop,Electronics,2,60000
386,2024-03-26,Arjun,Mumbai,Tablet,Electronics,5,20000
387,2024-11-02,Priya,Bangalore,Keyboard,Accessories,3,1500
388,2024-11-04,Rahul,Mumbai,Laptop,Electronics,1,60000
389,2024-03-20,Arjun,Delhi,Phone,Electronics,4,25000
390,2024-02-03,Aman,Delhi,Headphones,Electronics,4,3000
391,2024-08-01,Priya,Bangalore,Tablet,Electronics,5,20000
392,2024-05-22,Aman,Mumbai,Keyboard,Accessories,4,1500
393,2024-09-27,Sneha,Chennai,Laptop,Electronics,5,60000
394,2024-02-10,Arjun,Mumbai,Phone,Electronics,5,25000
395,2024-10-06,Aman,Mumbai,Phone,Electronics,5,25000
396,2024-02-15,Aman,Hyderabad,Laptop,Electronics,4,60000
397,2024-11-13,Aman,Chennai,Phone,Electronics,1,25000
398,2024-05-26,Sneha,Bangalore,Keyboard,Accessories,5,1500
399,2024-09-24,Arjun,Mumbai,Tablet,Electronics,3,20000
400,2024-05-15,Aman,Mumbai,Keyboard,Accessories,2,1500
401,2024-12-14,Aman,Bangalore,Headphones,Electronics,3,3000
402,2024-07-31,Aman,Bangalore,Tablet,Electronics,2,20000
403,2024-07-19,Arjun,Bangalore,Keyboard,Accessories,5,1500
404,2024-12-01,Sneha,Delhi,Phone,Electronics,5,25000
